producto,fecha,cantidad
frijol,2025-08-25,33
arroz,2025-08-25,32
pollo,2025-08-25,43
aguacate,2025-08-25,24
chile,2025-08-25,21
jitomate,2025-08-26,52
cebolla,2025-08-26,30
huevo,2025-08-26,46
tortilla,2025-08-26,88
leche,2025-08-26,51
frijol,2025-08-26,22
arroz,2025-08-26,23
pollo,2025-08-26,32
aguacate,2025-08-26,18
chile,2025-08-26,20
jitomate,2025-08-27,50
cebolla,2025-08-27,33
huevo,2025-08-27,47
tortilla,2025-08-27,93
leche,2025-08-27,44
frijol,2025-08-27,26
arroz,2025-08-27,25
pollo,2025-08-27,40
aguacate,2025-08-27,24
chile,2025-08-27,17
jitomate,2025-08-28,43
cebolla,2025-08-28,30
huevo,2025-08-28,76
tortilla,2025-08-28,64
leche,2025-08-28,53
frijol,2025-08-28,30
arroz,2025-08-28,26
pollo,2025-08-28,32
aguacate,2025-08-28,23
chile,2025-08-28,16
jitomate,2025-08-29,46
cebolla,2025-08-29,32
huevo,2025-08-29,73
tortilla,2025-08-29,77
leche,2025-08-29,57
frijol,2025-08-29,34
arroz,2025-08-29,33
pollo,2025-08-29,41
aguacate,2025-08-29,31
chile,2025-08-29,28
jitomate,2025-08-30,58
cebolla,2025-08-30,58
huevo,2025-08-30,72
tortilla,2025-08-30,128
leche,2025-08-30,88
frijol,2025-08-30,42
arroz,2025-08-30,46
pollo,2025-08-30,64
aguacate,2025-08-30,35
chile,2025-08-30,33
jitomate,2025-08-31,60
cebolla,2025-08-31,44
huevo,2025-08-31,70
tortilla,2025-08-31,161
leche,2025-08-31,71
frijol,2025-08-31,47
arroz,2025-08-31,52
pollo,2025-08-31,55
aguacate,2025-08-31,36
chile,2025-08-31,30
jitomate,2025-09-01,50
cebolla,2025-09-01,30
huevo,2025-09-01,94
tortilla,2025-09-01,106
leche,2025-09-01,69
frijol,2025-09-01,34
arroz,2025-09-01,38
pollo,2025-09-01,47
aguacate,2025-09-01,32
chile,2025-09-01,20
jitomate,2025-09-02,47
cebolla,2025-09-02,32
huevo,2025-09-02,62
tortilla,2025-09-02,87
leche,2025-09-02,51
frijol,2025-09-02,28
arroz,2025-09-02,24
pollo,2025-09-02,27
aguacate,2025-09-02,22
chile,2025-09-02,20
jitomate,2025-09-03,39
cebolla,2025-09-03,37
huevo,2025-09-03,74
tortilla,2025-09-03,112
leche,2025-09-03,63
frijol,2025-09-03,27
arroz,2025-09-03,31
pollo,2025-09-03,32
aguacate,2025-09-03,14
chile,2025-09-03,20
jitomate,2025-09-04,36
cebolla,2025-09-04,30
huevo,2025-09-04,39
tortilla,2025-09-04,105
leche,2025-09-04,50
frijol,2025-09-04,23
arroz,2025-09-04,24
pollo,2025-09-04,32
aguacate,2025-09-04,20
chile,2025-09-04,16
jitomate,2025-09-05,32
cebolla,2025-09-05,30
huevo,2025-09-05,59
tortilla,2025-09-05,105
leche,2025-09-05,38
frijol,2025-09-05,24
arroz,2025-09-05,25
pollo,2025-09-05,38
aguacate,2025-09-05,22
chile,2025-09-05,21
jitomate,2025-09-06,68
cebolla,2025-09-06,40
huevo,2025-09-06,87
tortilla,2025-09-06,107
leche,2025-09-06,66
frijol,2025-09-06,34
arroz,2025-09-06,50
pollo,2025-09-06,39
aguacate,2025-09-06,29
chile,2025-09-06,24
jitomate,2025-09-07,47
cebolla,2025-09-07,42
huevo,2025-09-07,81
tortilla,2025-09-07,123
leche,2025-09-07,60
frijol,2025-09-07,37
arroz,2025-09-07,32
pollo,2025-09-07,44
aguacate,2025-09-07,33
chile,2025-09-07,29
jitomate,2025-09-08,37
cebolla,2025-09-08,34
huevo,2025-09-08,61
tortilla,2025-09-08,107
leche,2025-09-08,52
frijol,2025-09-08,32
arroz,2025-09-08,35
pollo,2025-09-08,31
aguacate,2025-09-08,22
chile,2025-09-08,16
jitomate,2025-09-09,41
cebolla,2025-09-09,22
huevo,2025-09-09,46
tortilla,2025-09-09,107
leche,2025-09-09,54
frijol,2025-09-09,29
arroz,2025-09-09,25
pollo,2025-09-09,30
aguacate,2025-09-09,22
chile,2025-09-09,22
jitomate,2025-09-10,42
cebolla,2025-09-10,32
huevo,2025-09-10,73
tortilla,2025-09-10,98
leche,2025-09-10,53
frijol,2025-09-10,27
arroz,2025-09-10,28
pollo,2025-09-10,45
aguacate,2025-09-10,22
chile,2025-09-10,17
jitomate,2025-09-11,45
cebolla,2025-09-11,35
huevo,2025-09-11,57
tortilla,2025-09-11,103
leche,2025-09-11,60
frijol,2025-09-11,13
arroz,2025-09-11,21
pollo,2025-09-11,38
aguacate,2025-09-11,19
chile,2025-09-11,23
jitomate,2025-09-12,43
cebolla,2025-09-12,30
huevo,2025-09-12,62
tortilla,2025-09-12,87
leche,2025-09-12,47
frijol,2025-09-12,26
arroz,2025-09-12,33
pollo,2025-09-12,28
aguacate,2025-09-12,23
chile,2025-09-12,17
jitomate,2025-09-13,54
cebolla,2025-09-13,36
huevo,2025-09-13,82
tortilla,2025-09-13,101
leche,2025-09-13,67
frijol,2025-09-13,32
arroz,2025-09-13,28
pollo,2025-09-13,50
aguacate,2025-09-13,17
chile,2025-09-13,23
jitomate,2025-09-14,52
cebolla,2025-09-14,52
huevo,2025-09-14,95
tortilla,2025-09-14,169
leche,2025-09-14,81
frijol,2025-09-14,41
arroz,2025-09-14,55
pollo,2025-09-14,54
aguacate,2025-09-14,37
chile,2025-09-14,37
jitomate,2025-09-15,57
cebolla,2025-09-15,50
huevo,2025-09-15,83
tortilla,2025-09-15,107
leche,2025-09-15,75
frijol,2025-09-15,37
arroz,2025-09-15,35
pollo,2025-09-15,49
aguacate,2025-09-15,28
chile,2025-09-15,25
jitomate,2025-09-16,52
cebolla,2025-09-16,38
huevo,2025-09-16,97
tortilla,2025-09-16,124
leche,2025-09-16,52
frijol,2025-09-16,33
arroz,2025-09-16,34
pollo,2025-09-16,47
aguacate,2025-09-16,29
chile,2025-09-16,24
jitomate,2025-09-17,31
cebolla,2025-09-17,24
huevo,2025-09-17,75
tortilla,2025-09-17,92
leche,2025-09-17,62
frijol,2025-09-17,28
arroz,2025-09-17,27
pollo,2025-09-17,27
aguacate,2025-09-17,24
chile,2025-09-17,20
jitomate,2025-09-18,52
cebolla,2025-09-18,30
huevo,2025-09-18,63
tortilla,2025-09-18,68
leche,2025-09-18,47
frijol,2025-09-18,27
arroz,2025-09-18,27
pollo,2025-09-18,31
aguacate,2025-09-18,27
chile,2025-09-18,23
jitomate,2025-09-19,35
cebolla,2025-09-19,31
huevo,2025-09-19,58
tortilla,2025-09-19,113
leche,2025-09-19,53
frijol,2025-09-19,28
arroz,2025-09-19,25
pollo,2025-09-19,43
aguacate,2025-09-19,22
chile,2025-09-19,24
jitomate,2025-09-20,62
cebolla,2025-09-20,36
huevo,2025-09-20,87
tortilla,2025-09-20,125
leche,2025-09-20,65
frijol,2025-09-20,37
arroz,2025-09-20,37
pollo,2025-09-20,47
aguacate,2025-09-20,27
chile,2025-09-20,21
jitomate,2025-09-21,54
cebolla,2025-09-21,41
huevo,2025-09-21,93
tortilla,2025-09-21,96
leche,2025-09-21,68
frijol,2025-09-21,41
arroz,2025-09-21,34
pollo,2025-09-21,40
aguacate,2025-09-21,25
chile,2025-09-21,27
jitomate,2025-09-22,33
cebolla,2025-09-22,31
huevo,2025-09-22,56
tortilla,2025-09-22,85
leche,2025-09-22,49
frijol,2025-09-22,24
arroz,2025-09-22,27
pollo,2025-09-22,36
aguacate,2025-09-22,24
chile,2025-09-22,17
jitomate,2025-09-23,44
cebolla,2025-09-23,29
huevo,2025-09-23,58
tortilla,2025-09-23,93
leche,2025-09-23,38
frijol,2025-09-23,23
arroz,2025-09-23,26
pollo,2025-09-23,31
aguacate,2025-09-23,22
chile,2025-09-23,17
jitomate,2025-09-24,36
cebolla,2025-09-24,36
huevo,2025-09-24,81
tortilla,2025-09-24,107
leche,2025-09-24,54
frijol,2025-09-24,30
arroz,2025-09-24,30
pollo,2025-09-24,35
aguacate,2025-09-24,23
chile,2025-09-24,18
jitomate,2025-09-25,28
cebolla,2025-09-25,27
huevo,2025-09-25,54
tortilla,2025-09-25,99
leche,2025-09-25,48
frijol,2025-09-25,19
arroz,2025-09-25,29
pollo,2025-09-25,38
aguacate,2025-09-25,25
chile,2025-09-25,20
jitomate,2025-09-26,56
cebolla,2025-09-26,27
huevo,2025-09-26,74
tortilla,2025-09-26,106
leche,2025-09-26,47
frijol,2025-09-26,25
arroz,2025-09-26,26
pollo,2025-09-26,35
aguacate,2025-09-26,21
chile,2025-09-26,17
jitomate,2025-09-27,54
cebolla,2025-09-27,34
huevo,2025-09-27,94
tortilla,2025-09-27,136
leche,2025-09-27,60
frijol,2025-09-27,38
arroz,2025-09-27,32
pollo,2025-09-27,34
aguacate,2025-09-27,31
chile,2025-09-27,26
jitomate,2025-09-28,48
cebolla,2025-09-28,43
huevo,2025-09-28,104
tortilla,2025-09-28,175
leche,2025-09-28,58
frijol,2025-09-28,35
arroz,2025-09-28,31
pollo,2025-09-28,67
aguacate,2025-09-28,28
chile,2025-09-28,27
jitomate,2025-09-29,52
cebolla,2025-09-29,33
huevo,2025-09-29,75
tortilla,2025-09-29,92
leche,2025-09-29,58
frijol,2025-09-29,31
arroz,2025-09-29,37
pollo,2025-09-29,30
aguacate,2025-09-29,28
chile,2025-09-29,32
jitomate,2025-09-30,44
cebolla,2025-09-30,41
huevo,2025-09-30,72
tortilla,2025-09-30,67
leche,2025-09-30,55
frijol,2025-09-30,29
arroz,2025-09-30,41
pollo,2025-09-30,45
aguacate,2025-09-30,27
chile,2025-09-30,26
jitomate,2025-10-01,54
cebolla,2025-10-01,38
huevo,2025-10-01,87
tortilla,2025-10-01,94
leche,2025-10-01,64
frijol,2025-10-01,39
arroz,2025-10-01,25
pollo,2025-10-01,40
aguacate,2025-10-01,30
chile,2025-10-01,24
jitomate,2025-10-02,40
cebolla,2025-10-02,34
huevo,2025-10-02,55
tortilla,2025-10-02,108
leche,2025-10-02,54
frijol,2025-10-02,33
arroz,2025-10-02,33
pollo,2025-10-02,40
aguacate,2025-10-02,28
chile,2025-10-02,17
jitomate,2025-10-03,40
cebolla,2025-10-03,23
huevo,2025-10-03,71
tortilla,2025-10-03,118
leche,2025-10-03,49
frijol,2025-10-03,21
arroz,2025-10-03,34
pollo,2025-10-03,33
aguacate,2025-10-03,21
chile,2025-10-03,23
jitomate,2025-10-04,52
cebolla,2025-10-04,40
huevo,2025-10-04,102
tortilla,2025-10-04,134
leche,2025-10-04,57
frijol,2025-10-04,42
arroz,2025-10-04,28
pollo,2025-10-04,55
aguacate,2025-10-04,32
chile,2025-10-04,23
jitomate,2025-10-05,48
cebolla,2025-10-05,34
huevo,2025-10-05,103
tortilla,2025-10-05,125
leche,2025-10-05,62
frijol,2025-10-05,37
arroz,2025-10-05,45
pollo,2025-10-05,50
aguacate,2025-10-05,33
chile,2025-10-05,28
jitomate,2025-10-06,42
cebolla,2025-10-06,33
huevo,2025-10-06,62
tortilla,2025-10-06,80
leche,2025-10-06,43
frijol,2025-10-06,28
arroz,2025-10-06,26
pollo,2025-10-06,37
aguacate,2025-10-06,22
chile,2025-10-06,22
jitomate,2025-10-07,44
cebolla,2025-10-07,33
huevo,2025-10-07,60
tortilla,2025-10-07,93
leche,2025-10-07,50
frijol,2025-10-07,27
arroz,2025-10-07,22
pollo,2025-10-07,37
aguacate,2025-10-07,24
chile,2025-10-07,20
jitomate,2025-10-08,35
cebolla,2025-10-08,30
huevo,2025-10-08,59
tortilla,2025-10-08,87
leche,2025-10-08,43
frijol,2025-10-08,22
arroz,2025-10-08,29
pollo,2025-10-08,39
aguacate,2025-10-08,24
chile,2025-10-08,16
jitomate,2025-10-09,44
cebolla,2025-10-09,31
huevo,2025-10-09,58
tortilla,2025-10-09,81
leche,2025-10-09,48
frijol,2025-10-09,29
arroz,2025-10-09,29
pollo,2025-10-09,36
aguacate,2025-10-09,20
chile,2025-10-09,27
jitomate,2025-10-10,28
cebolla,2025-10-10,22
huevo,2025-10-10,58
tortilla,2025-10-10,97
leche,2025-10-10,66
frijol,2025-10-10,28
arroz,2025-10-10,31
pollo,2025-10-10,42
aguacate,2025-10-10,23
chile,2025-10-10,13
jitomate,2025-10-11,57
cebolla,2025-10-11,42
huevo,2025-10-11,109
tortilla,2025-10-11,110
leche,2025-10-11,81
frijol,2025-10-11,27
arroz,2025-10-11,47
pollo,2025-10-11,49
aguacate,2025-10-11,34
chile,2025-10-11,27
jitomate,2025-10-12,60
cebolla,2025-10-12,42
huevo,2025-10-12,74
tortilla,2025-10-12,120
leche,2025-10-12,60
frijol,2025-10-12,34
arroz,2025-10-12,29
pollo,2025-10-12,49
aguacate,2025-10-12,34
chile,2025-10-12,29
jitomate,2025-10-13,50
cebolla,2025-10-13,32
huevo,2025-10-13,62
tortilla,2025-10-13,91
leche,2025-10-13,56
frijol,2025-10-13,29
arroz,2025-10-13,31
pollo,2025-10-13,29
aguacate,2025-10-13,28
chile,2025-10-13,20
jitomate,2025-10-14,60
cebolla,2025-10-14,40
huevo,2025-10-14,76
tortilla,2025-10-14,152
leche,2025-10-14,55
frijol,2025-10-14,25
arroz,2025-10-14,48
pollo,2025-10-14,48
aguacate,2025-10-14,27
chile,2025-10-14,22
jitomate,2025-10-15,37
cebolla,2025-10-15,50
huevo,2025-10-15,87
tortilla,2025-10-15,127
leche,2025-10-15,74
frijol,2025-10-15,28
arroz,2025-10-15,39
pollo,2025-10-15,53
aguacate,2025-10-15,19
chile,2025-10-15,26
jitomate,2025-10-16,58
cebolla,2025-10-16,40
huevo,2025-10-16,68
tortilla,2025-10-16,115
leche,2025-10-16,61
frijol,2025-10-16,35
arroz,2025-10-16,34
pollo,2025-10-16,51
aguacate,2025-10-16,27
chile,2025-10-16,22
jitomate,2025-10-17,49
cebolla,2025-10-17,31
huevo,2025-10-17,68
tortilla,2025-10-17,76
leche,2025-10-17,64
frijol,2025-10-17,21
arroz,2025-10-17,30
pollo,2025-10-17,36
aguacate,2025-10-17,20
chile,2025-10-17,18
jitomate,2025-10-18,65
cebolla,2025-10-18,52
huevo,2025-10-18,79
tortilla,2025-10-18,116
leche,2025-10-18,49
frijol,2025-10-18,43
arroz,2025-10-18,32
pollo,2025-10-18,41
aguacate,2025-10-18,31
chile,2025-10-18,27
jitomate,2025-10-19,67
cebolla,2025-10-19,54
huevo,2025-10-19,91
tortilla,2025-10-19,114
leche,2025-10-19,62
frijol,2025-10-19,33
arroz,2025-10-19,43
pollo,2025-10-19,55
aguacate,2025-10-19,33
chile,2025-10-19,18
jitomate,2025-10-20,38
cebolla,2025-10-20,38
huevo,2025-10-20,58
tortilla,2025-10-20,93
leche,2025-10-20,74
frijol,2025-10-20,26
arroz,2025-10-20,36
pollo,2025-10-20,47
aguacate,2025-10-20,26
chile,2025-10-20,18
jitomate,2025-10-21,28
cebolla,2025-10-21,27
huevo,2025-10-21,69
tortilla,2025-10-21,103
leche,2025-10-21,62
frijol,2025-10-21,22
arroz,2025-10-21,30
pollo,2025-10-21,25
aguacate,2025-10-21,20
chile,2025-10-21,20
jitomate,2025-10-22,28
cebolla,2025-10-22,35
huevo,2025-10-22,80
tortilla,2025-10-22,74
leche,2025-10-22,50
frijol,2025-10-22,33
arroz,2025-10-22,32
pollo,2025-10-22,39
aguacate,2025-10-22,23
chile,2025-10-22,15
jitomate,2025-10-23,41
cebolla,2025-10-23,38
huevo,2025-10-23,64
tortilla,2025-10-23,105
leche,2025-10-23,50
frijol,2025-10-23,23
arroz,2025-10-23,27
pollo,2025-10-23,31
aguacate,2025-10-23,18
chile,2025-10-23,19
jitomate,2025-10-24,41
cebolla,2025-10-24,27
huevo,2025-10-24,70
tortilla,2025-10-24,81
leche,2025-10-24,56
frijol,2025-10-24,28
arroz,2025-10-24,37
pollo,2025-10-24,39
aguacate,2025-10-24,26
chile,2025-10-24,19
jitomate,2025-10-25,43
cebolla,2025-10-25,46
huevo,2025-10-25,103
tortilla,2025-10-25,121
leche,2025-10-25,90
frijol,2025-10-25,39
arroz,2025-10-25,50
pollo,2025-10-25,46
aguacate,2025-10-25,26
chile,2025-10-25,25
jitomate,2025-10-26,49
cebolla,2025-10-26,42
huevo,2025-10-26,79
tortilla,2025-10-26,126
leche,2025-10-26,67
frijol,2025-10-26,29
arroz,2025-10-26,35
pollo,2025-10-26,57
aguacate,2025-10-26,30
chile,2025-10-26,20
jitomate,2025-10-27,29
cebolla,2025-10-27,30
huevo,2025-10-27,66
tortilla,2025-10-27,78
leche,2025-10-27,38
frijol,2025-10-27,28
arroz,2025-10-27,43
pollo,2025-10-27,42
aguacate,2025-10-27,20
chile,2025-10-27,19
jitomate,2025-10-28,41
cebolla,2025-10-28,25
huevo,2025-10-28,50
tortilla,2025-10-28,92
leche,2025-10-28,59
frijol,2025-10-28,27
arroz,2025-10-28,26
pollo,2025-10-28,40
aguacate,2025-10-28,25
chile,2025-10-28,16
jitomate,2025-10-29,43
cebolla,2025-10-29,43
huevo,2025-10-29,92
tortilla,2025-10-29,125
leche,2025-10-29,77
frijol,2025-10-29,40
arroz,2025-10-29,28
pollo,2025-10-29,49
aguacate,2025-10-29,35
chile,2025-10-29,28
jitomate,2025-10-30,64
cebolla,2025-10-30,36
huevo,2025-10-30,87
tortilla,2025-10-30,132
leche,2025-10-30,60
frijol,2025-10-30,34
arroz,2025-10-30,29
pollo,2025-10-30,40
aguacate,2025-10-30,30
chile,2025-10-30,27
jitomate,2025-10-31,52
cebolla,2025-10-31,48
huevo,2025-10-31,96
tortilla,2025-10-31,101
leche,2025-10-31,65
frijol,2025-10-31,30
arroz,2025-10-31,41
pollo,2025-10-31,51
aguacate,2025-10-31,25
chile,2025-10-31,27
jitomate,2025-11-01,57
cebolla,2025-11-01,63
huevo,2025-11-01,68
tortilla,2025-11-01,157
leche,2025-11-01,80
frijol,2025-11-01,49
arroz,2025-11-01,52
pollo,2025-11-01,42
aguacate,2025-11-01,31
chile,2025-11-01,29
jitomate,2025-11-02,67
cebolla,2025-11-02,53
huevo,2025-11-02,95
tortilla,2025-11-02,156
leche,2025-11-02,63
frijol,2025-11-02,38
arroz,2025-11-02,41
pollo,2025-11-02,42
aguacate,2025-11-02,30
chile,2025-11-02,24
jitomate,2025-11-03,47
cebolla,2025-11-03,35
huevo,2025-11-03,61
tortilla,2025-11-03,91
leche,2025-11-03,39
frijol,2025-11-03,30
arroz,2025-11-03,30
pollo,2025-11-03,38
aguacate,2025-11-03,26
chile,2025-11-03,18
jitomate,2025-11-04,38
cebolla,2025-11-04,30
huevo,2025-11-04,63
tortilla,2025-11-04,102
leche,2025-11-04,50
frijol,2025-11-04,26
arroz,2025-11-04,25
pollo,2025-11-04,36
aguacate,2025-11-04,18
chile,2025-11-04,18
jitomate,2025-11-05,48
cebolla,2025-11-05,34
huevo,2025-11-05,64
tortilla,2025-11-05,96
leche,2025-11-05,62
frijol,2025-11-05,23
arroz,2025-11-05,33
pollo,2025-11-05,34
aguacate,2025-11-05,25
chile,2025-11-05,19
jitomate,2025-11-06,40
cebolla,2025-11-06,35
huevo,2025-11-06,60
tortilla,2025-11-06,81
leche,2025-11-06,51
frijol,2025-11-06,22
arroz,2025-11-06,31
pollo,2025-11-06,35
aguacate,2025-11-06,20
chile,2025-11-06,21
jitomate,2025-11-07,47
cebolla,2025-11-07,32
huevo,2025-11-07,63
tortilla,2025-11-07,113
leche,2025-11-07,53
frijol,2025-11-07,29
arroz,2025-11-07,26
pollo,2025-11-07,42
aguacate,2025-11-07,24
chile,2025-11-07,21
jitomate,2025-11-08,55
cebolla,2025-11-08,38
huevo,2025-11-08,70
tortilla,2025-11-08,125
leche,2025-11-08,67
frijol,2025-11-08,29
arroz,2025-11-08,48
pollo,2025-11-08,58
aguacate,2025-11-08,22
chile,2025-11-08,17
jitomate,2025-11-09,44
cebolla,2025-11-09,44
huevo,2025-11-09,120
tortilla,2025-11-09,106
leche,2025-11-09,68
frijol,2025-11-09,43
arroz,2025-11-09,37
pollo,2025-11-09,58
aguacate,2025-11-09,36
chile,2025-11-09,26
jitomate,2025-11-10,50
cebolla,2025-11-10,38
huevo,2025-11-10,52
tortilla,2025-11-10,96
leche,2025-11-10,50
frijol,2025-11-10,28
arroz,2025-11-10,25
pollo,2025-11-10,33
aguacate,2025-11-10,24
chile,2025-11-10,20
jitomate,2025-11-11,53
cebolla,2025-11-11,34
huevo,2025-11-11,80
tortilla,2025-11-11,118
leche,2025-11-11,64
frijol,2025-11-11,13
arroz,2025-11-11,27
pollo,2025-11-11,41
aguacate,2025-11-11,19
chile,2025-11-11,18
jitomate,2025-11-12,48
cebolla,2025-11-12,33
huevo,2025-11-12,63
tortilla,2025-11-12,125
leche,2025-11-12,52
frijol,2025-11-12,32
arroz,2025-11-12,31
pollo,2025-11-12,39
aguacate,2025-11-12,23
chile,2025-11-12,17
jitomate,2025-11-13,43
cebolla,2025-11-13,26
huevo,2025-11-13,72
tortilla,2025-11-13,101
leche,2025-11-13,51
frijol,2025-11-13,31
arroz,2025-11-13,26
pollo,2025-11-13,27
aguacate,2025-11-13,26
chile,2025-11-13,16
jitomate,2025-11-14,43
cebolla,2025-11-14,42
huevo,2025-11-14,94
tortilla,2025-11-14,109
leche,2025-11-14,60
frijol,2025-11-14,42
arroz,2025-11-14,30
pollo,2025-11-14,54
aguacate,2025-11-14,32
chile,2025-11-14,22
jitomate,2025-11-15,70
cebolla,2025-11-15,47
huevo,2025-11-15,97
tortilla,2025-11-15,157
leche,2025-11-15,80
frijol,2025-11-15,34
arroz,2025-11-15,55
pollo,2025-11-15,57
aguacate,2025-11-15,44
chile,2025-11-15,31
jitomate,2025-11-16,102
cebolla,2025-11-16,58
huevo,2025-11-16,86
tortilla,2025-11-16,128
leche,2025-11-16,77
frijol,2025-11-16,42
arroz,2025-11-16,38
pollo,2025-11-16,52
aguacate,2025-11-16,39
chile,2025-11-16,25
jitomate,2025-11-17,43
cebolla,2025-11-17,34
huevo,2025-11-17,56
tortilla,2025-11-17,108
leche,2025-11-17,56
frijol,2025-11-17,32
arroz,2025-11-17,34
pollo,2025-11-17,37
aguacate,2025-11-17,24
chile,2025-11-17,21
jitomate,2025-11-18,46
cebolla,2025-11-18,25
huevo,2025-11-18,75
tortilla,2025-11-18,91
leche,2025-11-18,64
frijol,2025-11-18,28
arroz,2025-11-18,28
pollo,2025-11-18,38
aguacate,2025-11-18,29
chile,2025-11-18,18
jitomate,2025-11-19,33
cebolla,2025-11-19,32
huevo,2025-11-19,78
tortilla,2025-11-19,123
leche,2025-11-19,64
frijol,2025-11-19,19
arroz,2025-11-19,30
pollo,2025-11-19,36
aguacate,2025-11-19,24
chile,2025-11-19,17
jitomate,2025-11-20,42
cebolla,2025-11-20,27
huevo,2025-11-20,89
tortilla,2025-11-20,100
leche,2025-11-20,51
frijol,2025-11-20,22
arroz,2025-11-20,35
pollo,2025-11-20,42
aguacate,2025-11-20,28
chile,2025-11-20,21
jitomate,2025-11-21,41
cebolla,2025-11-21,29
huevo,2025-11-21,58
tortilla,2025-11-21,93
leche,2025-11-21,61
frijol,2025-11-21,25
arroz,2025-11-21,32
pollo,2025-11-21,43
aguacate,2025-11-21,23
chile,2025-11-21,23
jitomate,2025-11-22,61
cebolla,2025-11-22,45
huevo,2025-11-22,85
tortilla,2025-11-22,132
leche,2025-11-22,62
frijol,2025-11-22,31
arroz,2025-11-22,42
pollo,2025-11-22,57
aguacate,2025-11-22,30
chile,2025-11-22,28
jitomate,2025-11-23,55
cebolla,2025-11-23,38
huevo,2025-11-23,86
tortilla,2025-11-23,136
leche,2025-11-23,64
frijol,2025-11-23,33
arroz,2025-11-23,37
pollo,2025-11-23,51
aguacate,2025-11-23,24
chile,2025-11-23,27
jitomate,2025-11-24,46
cebolla,2025-11-24,34
huevo,2025-11-24,60
tortilla,2025-11-24,103
leche,2025-11-24,46
frijol,2025-11-24,24
arroz,2025-11-24,34
pollo,2025-11-24,31
aguacate,2025-11-24,22
chile,2025-11-24,18
jitomate,2025-11-25,48
cebolla,2025-11-25,26
huevo,2025-11-25,60
tortilla,2025-11-25,83
leche,2025-11-25,69
frijol,2025-11-25,26
arroz,2025-11-25,28
pollo,2025-11-25,39
aguacate,2025-11-25,27
chile,2025-11-25,14
jitomate,2025-11-26,37
cebolla,2025-11-26,34
huevo,2025-11-26,60
tortilla,2025-11-26,78
leche,2025-11-26,49
frijol,2025-11-26,28
arroz,2025-11-26,32
pollo,2025-11-26,50
aguacate,2025-11-26,18
chile,2025-11-26,15
jitomate,2025-11-27,36
cebolla,2025-11-27,38
huevo,2025-11-27,57
tortilla,2025-11-27,76
leche,2025-11-27,62
frijol,2025-11-27,24
arroz,2025-11-27,36
pollo,2025-11-27,40
aguacate,2025-11-27,22
chile,2025-11-27,22
jitomate,2025-11-28,49
cebolla,2025-11-28,40
huevo,2025-11-28,62
tortilla,2025-11-28,94
leche,2025-11-28,67
frijol,2025-11-28,32
arroz,2025-11-28,32
pollo,2025-11-28,34
aguacate,2025-11-28,20
chile,2025-11-28,16
jitomate,2025-11-29,61
cebolla,2025-11-29,52
huevo,2025-11-29,88
tortilla,2025-11-29,178
leche,2025-11-29,55
frijol,2025-11-29,39
arroz,2025-11-29,45
pollo,2025-11-29,68
aguacate,2025-11-29,42
chile,2025-11-29,26
jitomate,2025-11-30,74
cebolla,2025-11-30,45
huevo,2025-11-30,112
tortilla,2025-11-30,131
leche,2025-11-30,91
frijol,2025-11-30,55
arroz,2025-11-30,65
pollo,2025-11-30,73
aguacate,2025-11-30,33
chile,2025-11-30,30
jitomate,2025-12-01,54
cebolla,2025-12-01,43
huevo,2025-12-01,69
tortilla,2025-12-01,127
leche,2025-12-01,91
frijol,2025-12-01,52
arroz,2025-12-01,47
pollo,2025-12-01,56
aguacate,2025-12-01,38
chile,2025-12-01,21
jitomate,2025-12-02,44
cebolla,2025-12-02,42
huevo,2025-12-02,72
tortilla,2025-12-02,106
leche,2025-12-02,71
frijol,2025-12-02,22
arroz,2025-12-02,41
pollo,2025-12-02,38
aguacate,2025-12-02,30
chile,2025-12-02,23
jitomate,2025-12-03,55
cebolla,2025-12-03,43
huevo,2025-12-03,64
tortilla,2025-12-03,127
leche,2025-12-03,67
frijol,2025-12-03,38
arroz,2025-12-03,32
pollo,2025-12-03,52
aguacate,2025-12-03,31
chile,2025-12-03,21
jitomate,2025-12-04,58
cebolla,2025-12-04,35
huevo,2025-12-04,85
tortilla,2025-12-04,111
leche,2025-12-04,64
frijol,2025-12-04,32
arroz,2025-12-04,40
pollo,2025-12-04,43
aguacate,2025-12-04,30
chile,2025-12-04,25
jitomate,2025-12-05,44
cebolla,2025-12-05,43
huevo,2025-12-05,92
tortilla,2025-12-05,121
leche,2025-12-05,66
frijol,2025-12-05,27
arroz,2025-12-05,42
pollo,2025-12-05,34
aguacate,2025-12-05,28
chile,2025-12-05,28
jitomate,2025-12-06,58
cebolla,2025-12-06,53
huevo,2025-12-06,87
tortilla,2025-12-06,161
leche,2025-12-06,64
frijol,2025-12-06,38
arroz,2025-12-06,41
pollo,2025-12-06,58
aguacate,2025-12-06,27
chile,2025-12-06,36
jitomate,2025-12-07,68
cebolla,2025-12-07,45
huevo,2025-12-07,119
tortilla,2025-12-07,146
leche,2025-12-07,84
frijol,2025-12-07,42
arroz,2025-12-07,56
pollo,2025-12-07,58
aguacate,2025-12-07,30
chile,2025-12-07,30
jitomate,2025-12-08,53
cebolla,2025-12-08,37
huevo,2025-12-08,68
tortilla,2025-12-08,99
leche,2025-12-08,47
frijol,2025-12-08,34
arroz,2025-12-08,31
pollo,2025-12-08,40
aguacate,2025-12-08,30
chile,2025-12-08,26
jitomate,2025-12-09,42
cebolla,2025-12-09,36
huevo,2025-12-09,71
tortilla,2025-12-09,121
